 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,49772,1,1,61,77,61,61,61.0,0.0,77,77,77.0,0.0,2772.643253,40.18323555,49772.0,0.0,49772,49772,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.09161778,20.09161778,61,77,66.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,99.5,61.0,77.0,20,0,0,0,0,0,0,1,61,1,77,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48443,2,2,68,190,34,34,34.0,0.0,95,95,95.0,0.0,5325.846872,82.57126933,16147.66667,27925.28649,48393,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,40,64,41.28563466,41.28563466,34,95,58.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,73.0,34.0,95.0,40,0,0,0,0,0,0,2,68,2,190,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117392975,12,12,608,4647,192,0,50.66666667,65.45829114,1430,0,387.25,602.8637906,44.76417775,0.204441535,5104042.391,16800000.0,58500000,2,117000000,10700000.0,23700000.0,58600000,13138,117000000,10700000.0,23700000.0,58500000,2,0,0,0,0,252,252,0.102220767,0.102220767,0,1430,210.2,445.8503112,198782.5,0,0,0,1,0,0,0,0,1,218.9583333,50.66666667,387.25,252,0,0,0,0,0,0,12,608,12,4647,8192,351,11,20,183075.5,136357.7646,279495,86656,58500000.0,59701.02554,58500000,58400000,BENIGN
443,119136532,43,38,2380,31967,618,0,55.34883721,146.0350388,1460,0,841.2368421,628.8921376,288.2994781,0.67989221,1489206.65,9214699.028,59000000,0,119000000,2836584.095,12600000.0,59000000,1,119000000,3219496.919,13400000.0,59000000,1,0,0,0,0,880,772,0.360930432,0.318961777,0,1460,418.8658537,589.6866873,347730.3892,0,0,0,1,0,0,0,0,0,424.037037,55.34883721,841.2368421,880,0,0,0,0,0,0,43,2380,38,31967,29200,35,42,20,892695.5,1240855.728,1770113,15278,58700000.0,444785.0146,59000000,58400000,BENIGN
45891,78,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25641.02564,78.0,0.0,78,78,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12820.51282,12820.51282,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,319,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4,2,0,53,0,53,0,26.5,37.4766594,0,0,0.0,0.0,13300000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,53,35.33333333,30.59956427,936.3333333,0,1,0,0,1,0,0,0,0,53.0,26.5,0.0,64,0,0,0,0,0,0,2,53,0,0,43440,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48126,1,1,60,76,60,60,60.0,0.0,76,76,76.0,0.0,2825.915306,41.55757802,48126.0,0.0,48126,48126,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,20.77878901,20.77878901,60,76,65.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,98.0,60.0,76.0,20,0,0,0,0,0,0,1,60,1,76,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53232,57,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,649122.807,52631.57895,28.5,34.64823228,53,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,20,35087.7193,17543.85965,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,972,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
39282,111,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18018.01802,111.0,0.0,111,111,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9009.009009,9009.009009,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,227,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47648,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,2224.647414,41.97447952,47648.0,0.0,47648,47648,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.98723976,20.98723976,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,20,0,0,0,0,0,0,1,45,1,61,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,59562,1,1,56,112,56,56,56.0,0.0,112,112,112.0,0.0,2820.590309,33.57845606,59562.0,0.0,59562,59562,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.78922803,16.78922803,56,112,74.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,112.0,56.0,112.0,20,0,0,0,0,0,0,1,56,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,1131851,11,11,1020,6195,695,0,92.72727273,210.6941342,1448,0,563.1818182,705.9423232,6374.51396,19.4371874,53897.66667,145268.9203,667928,1,1131693,113169.3,206855.4841,667928,49,1036770,103677.0,225078.6234,732529,1,0,0,0,0,360,360,9.718593702,9.718593702,0,1448,313.6956522,553.8150688,306711.1304,0,0,0,1,0,0,0,0,1,327.9545455,92.72727273,563.1818182,360,0,0,0,0,0,0,11,1020,11,6195,29200,237,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6148076,4,2,12,0,6,0,3.0,3.464101615,0,0,0.0,0.0,1.951830134,0.975915067,1229615.2,1783530.62,4073966,39,6148076,2049358.667,1960154.59,4074005,160787,4074008,4074008.0,0.0,4074008,4074008,0,0,0,0,104,64,0.650610045,0.325305022,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,0,2.0,3.0,0.0,104,0,0,0,0,0,0,4,12,2,0,8192,5840,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3096229,16,25,1207,31453,549,0,75.4375,179.5657609,2872,0,1258.12,852.7897025,10548.31539,13.2419146,77405.725,422288.8486,2671459,4,424770,28318.0,57338.91826,228205,67,3065328,127722.0,543928.5658,2671484,4,0,0,0,0,344,508,5.167576429,8.074338171,0,2872,777.6190476,886.2544906,785447.0221,0,0,0,1,0,0,0,0,1,796.5853659,75.4375,1258.12,344,0,0,0,0,0,0,16,1207,25,31453,8192,5449,14,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50909,245,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,48979.59184,8163.265306,245.0,0.0,245,245,245,245.0,0.0,245,245,0,0.0,0.0,0,0,0,0,0,0,40,0,8163.265306,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,18,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,204,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,784313.7255,19607.84314,68.0,34.64101615,108,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,9803.921569,9803.921569,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51041,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,123,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,103070,2,2,188,220,94,94,94.0,0.0,110,110,110.0,0.0,3958.474823,38.8085767,34356.66667,59501.43007,103063,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,19.40428835,19.40428835,94,110,100.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,125.5,94.0,110.0,40,0,0,0,0,0,0,2,188,2,220,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,231,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1402597.403,17316.01732,77.0,126.439709,223,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,8658.008658,8658.008658,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,57443,2,2,90,230,45,45,45.0,0.0,115,115,115.0,0.0,5570.73969,69.63424612,19147.66667,33158.66934,57436,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,34.81712306,34.81712306,45,115,73.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,91.25,45.0,115.0,40,0,0,0,0,0,0,2,90,2,230,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30982,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,9295.720096,129.1072235,10327.33333,17881.40387,30975,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,88,64,64.55361177,64.55361177,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,88,0,0,0,0,0,0,2,84,2,204,-1,-1,1,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
137,2999667,3,0,150,0,50,50,50.0,0.0,0,0,0.0,0.0,50.00555062,1.000111012,1499833.5,344.3610024,1500077,1499590,2999667,1499833.5,344.3610024,1500077,1499590,0,0.0,0.0,0,0,0,0,0,0,72,0,1.000111012,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,66.66666667,50.0,0.0,72,0,0,0,0,0,0,3,150,0,0,-1,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,62802,2,2,70,134,35,35,35.0,0.0,67,67,67.0,0.0,3248.304194,63.6922391,20934.0,36214.59069,62751,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,64,40,31.84611955,31.84611955,35,67,47.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,59.75,35.0,67.0,64,0,0,0,0,0,0,2,70,2,134,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5166080,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,35.03623637,1.1614222,1033216.0,2238090.878,5036315,3,5166080,1291520.0,2497268.621,5036315,3,0,0.0,0.0,0,0,1,0,0,0,100,20,0.967851833,0.193570367,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,252,127,4,20,129144.0,0.0,129144,129144,5036315.0,0.0,5036315,5036315,BENIGN
80,115862699,16,14,435,746,435,0,27.1875,108.75,746,0,53.28571429,199.3768865,10.19309933,0.258927163,3995265.483,4967647.342,10200000,47,116000000,7724179.933,4363709.11,10200000,104,113000000,8662484.154,3831886.191,10200000,20654,0,0,0,0,520,456,0.138094487,0.120832676,0,746,38.09677419,152.8341923,23358.29032,0,0,0,1,0,0,0,0,0,39.36666667,27.1875,53.28571429,520,0,0,0,0,0,0,16,435,14,746,29200,340,1,32,41578.0,17255.29347,93604,36224,10200000.0,25664.82101,10200000,10100000,BENIGN
443,68097583,22,26,2613,8985,968,0,118.7727273,258.9059274,1418,0,345.5769231,518.2215876,170.3144148,0.704870832,1448884.745,8604449.613,58600000,0,68100000,3242742.048,12800000.0,58700000,17,68000000,2720830.76,11800000.0,58700000,0,0,0,0,0,712,840,0.323065798,0.381805034,0,1418,236.6938776,427.9725558,183160.5085,0,0,0,1,0,0,0,0,1,241.625,118.7727273,345.5769231,712,0,0,0,0,0,0,22,2613,26,8985,29200,400,11,32,619651.0,241168.6672,790183,449119,33400000.0,35700000.0,58600000,8150478,BENIGN
443,68335737,15,19,1912,2557,578,0,127.4666667,203.0038236,1112,0,134.5789474,304.8932993,65.3976996,0.497543474,2070779.909,10300000.0,58700000,1,68300000,4881124.071,15700000.0,58800000,49,68300000,3791971.389,13900000.0,58800000,1,0,0,0,0,488,616,0.219504474,0.278039,0,1112,127.6857143,258.242564,66689.22185,0,0,0,1,0,0,0,0,1,131.4411765,127.4666667,134.5789474,488,0,0,0,0,0,0,15,1912,19,2557,29200,367,9,32,212656.5,88512.09134,275244,150069,33900000.0,35100000.0,58700000,9096857,BENIGN
53,31274,1,1,50,78,50,50,50.0,0.0,78,78,78.0,0.0,4092.856686,63.95088572,31274.0,0.0,31274,31274,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,40,31.97544286,31.97544286,50,78,59.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,89.0,50.0,78.0,40,0,0,0,0,0,0,1,50,1,78,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61045,2,2,84,192,42,42,42.0,0.0,96,96,96.0,0.0,4521.254812,65.52543206,20348.33333,35240.8831,61041,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,80,32.76271603,32.76271603,42,96,63.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,79.5,42.0,96.0,64,0,0,0,0,0,0,2,84,2,192,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30781,2,2,76,172,38,38,38.0,0.0,86,86,86.0,0.0,8056.918229,129.950294,10260.33333,17726.40024,30729,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,80,64,64.97514701,64.97514701,38,86,57.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,71.5,38.0,86.0,80,0,0,0,0,0,0,2,76,2,172,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61055025,14,14,933,4234,608,0,66.64285714,167.0935285,1448,0,302.4285714,523.1281229,84.62857889,0.458602711,2261297.222,4276940.65,10200000,3,51100000,3933381.923,5136791.689,10200000,197,61000000,4694640.385,5241669.986,10200000,3,0,0,0,0,456,456,0.229301356,0.229301356,0,1448,178.1724138,393.8194899,155093.7906,0,0,0,1,0,0,0,0,1,184.5357143,66.64285714,302.4285714,456,0,0,0,0,0,0,14,933,14,4234,29200,66,3,32,63522.0,94382.79365,256180,24868,10100000.0,134954.9058,10200000,9895944,BENIGN
53,61329,2,2,74,486,37,37,37.0,0.0,243,243,243.0,0.0,9131.079913,65.22199938,20443.0,35402.25248,61322,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,80,64,32.61099969,32.61099969,37,243,119.4,112.8308468,12730.8,0,0,0,0,0,0,0,0,1,149.25,37.0,243.0,80,0,0,0,0,0,0,2,74,2,486,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,16069,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5974.236107,124.4632522,16069.0,0.0,16069,16069,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,62.23162611,62.23162611,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50008,221,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13574.66063,110.5,88.38834765,173,48,173,173.0,0.0,173,173,0,0.0,0.0,0,0,0,0,0,0,64,32,9049.773756,4524.886878,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,130,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,63278,4,4,152,264,38,38,38.0,0.0,66,66,66.0,0.0,6574.164797,126.4262461,9039.714286,15385.18922,32154,3,63121,21040.33333,36436.86417,63114,3,32318,10772.66667,18653.60985,32312,3,0,0,0,0,80,104,63.21312304,63.21312304,38,66,50.44444444,14.75729575,217.7777778,0,0,0,0,0,0,0,0,1,56.75,38.0,66.0,80,0,0,0,0,0,0,4,152,4,264,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,85937582,354,434,16682,862843,1441,0,47.12429379,145.6312092,4380,0,1988.117512,975.5945224,10234.46296,9.169445796,109196.4193,2176026.806,58300000,0,85900000,243449.2408,3246662.666,58300000,44,85900000,198292.0462,2934091.466,58300000,1,0,0,0,0,7092,8692,4.119268797,5.050176999,0,4380,1114.73384,1210.881538,1466234.099,0,0,0,1,0,0,0,0,1,1116.148477,47.12429379,1988.117512,7092,0,0,0,0,0,0,354,16682,434,862843,8192,2434,353,20,4712471.5,6158171.037,9066956,357987,38200000.0,28400000.0,58300000,18200000,BENIGN
80,5615436,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.136966747,0.712322249,1871812.0,3221168.463,5591271,48,5615436,2807718.0,3936538.404,5591271,24165,0,0.0,0.0,0,0,0,0,0,0,72,32,0.534241687,0.178080562,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,93272,1,1,43,279,43,43,43.0,0.0,279,279,279.0,0.0,3452.268634,21.44266232,93272.0,0.0,93272,93272,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,10.72133116,10.72133116,43,279,121.6666667,136.2546635,18565.33333,0,0,0,0,0,0,0,0,1,182.5,43.0,279.0,32,0,0,0,0,0,0,1,43,1,279,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51175,83,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,144578.3133,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12048.19277,12048.19277,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,80800789,2,2,94,281,49,45,47.0,2.828427125,164,117,140.5,33.23401872,4.64104379,0.049504467,26900000.0,46600000.0,80800000,23349,80800000,80800000.0,0.0,80800000,80800000,80800000,80800000.0,0.0,80800000,80800000,0,0,0,0,40,64,0.024752234,0.024752234,45,164,84.8,53.5182212,2864.2,0,0,0,0,0,0,0,0,1,106.0,47.0,140.5,40,0,0,0,0,0,0,2,94,2,281,-1,-1,1,20,23349.0,0.0,23349,23349,80800000.0,0.0,80800000,80800000,BENIGN
53,144637,4,4,136,364,34,34,34.0,0.0,91,91,91.0,0.0,3456.930108,55.31088172,20662.42857,44794.72449,120176,1,144430,48143.33333,83381.50323,144424,3,120434,40144.66667,69490.17105,120385,1,0,0,0,0,80,80,27.65544086,27.65544086,34,91,59.33333333,30.04163777,902.5,0,0,0,0,0,0,0,0,1,66.75,34.0,91.0,80,0,0,0,0,0,0,4,136,4,364,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,65011069,16,15,880,7035,496,0,55.0,128.7167433,1757,0,469.0,688.3854817,121.7484979,0.476841874,2167035.633,4026282.838,10000000,47,65000000,4334071.267,4886712.977,10100000,1342,65000000,4640020.0,4951097.441,10100000,49,0,0,0,0,332,384,0.246111935,0.230729939,0,1757,247.34375,516.5909725,266866.2329,0,0,0,1,0,0,0,0,0,255.3225806,55.0,469.0,332,0,0,0,0,0,0,16,880,15,7035,8192,114,15,20,811063.6667,1863162.897,4614229,50298,9983800.0,40266.74889,10000000,9901606,BENIGN
53,48305,2,2,66,240,33,33,33.0,0.0,120,120,120.0,0.0,6334.747956,82.80716282,16101.66667,27843.88012,48253,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,40,41.40358141,41.40358141,33,120,67.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,84.75,33.0,120.0,40,0,0,0,0,0,0,2,66,2,240,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,2134016,9,7,418,5283,231,0,46.44444444,79.81558606,1460,0,754.7142857,699.8282442,2671.488874,7.497600768,142267.7333,332439.4398,1144451,3,2134016,266752.0,428309.8514,1144451,3,914974,152495.6667,310115.1091,775575,46,0,0,0,0,192,152,4.217400432,3.280200336,0,1460,335.3529412,563.7066991,317765.2426,0,0,0,1,0,0,0,0,0,356.3125,46.44444444,754.7142857,192,0,0,0,0,0,0,9,418,7,5283,8192,110,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51330,57,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,210526.3158,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,17543.85965,17543.85965,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,229,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5570879,4,2,12,0,6,0,3.0,3.464101615,0,0,0.0,0.0,2.154058632,1.077029316,1114175.8,1923417.85,4486197,71,5570879,1856959.667,2308772.701,4486268,160881,4486321,4486321.0,0.0,4486321,4486321,0,0,0,0,104,64,0.718019544,0.359009772,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,0,2.0,3.0,0.0,104,0,0,0,0,0,0,4,12,2,0,8192,5840,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,212,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,754716.9811,18867.92453,70.66666667,118.0776581,207,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,9433.962264,9433.962264,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,118211285,22,17,1748,3184,437,0,79.45454545,172.5149344,796,0,187.2941176,348.0409036,41.72190498,0.32991774,3110823.289,4631128.699,10200000,17,118000000,5629108.81,5004421.131,10200000,723,115000000,7208978.0,4671748.203,10200000,1024,0,0,0,0,712,552,0.186107443,0.143810297,0,796,123.3,262.6406534,68980.11282,0,0,0,1,0,0,0,0,0,126.4615385,79.45454545,187.2941176,712,0,0,0,0,0,0,22,1748,17,3184,29200,292,4,32,271537.9091,821289.2962,2747818,23596,10200000.0,6118.741739,10200000,10200000,BENIGN
53,285371,2,2,82,290,41,41,41.0,0.0,145,145,145.0,0.0,1303.566235,14.01684123,95123.66667,164713.1259,285318,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,40,64,7.008420617,7.008420617,41,145,82.6,56.96314598,3244.8,0,0,0,0,0,0,0,0,1,103.25,41.0,145.0,40,0,0,0,0,0,0,2,82,2,290,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6388412,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,1.87840108,0.626133693,2129470.667,3549674.9,6227226,15,6388412,3194206.0,4289338.019,6227226,161186,0,0.0,0.0,0,0,0,0,0,0,72,32,0.46960027,0.156533423,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,5792,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,26304,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,3649.635036,76.03406326,26304.0,0.0,26304,26304,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,38.01703163,38.01703163,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,17679990,2,2,105,161,55,50,52.5,3.535533906,83,78,80.5,3.535533906,15.04525738,0.226244472,5893330.0,10000000.0,17500000,23339,17700000,17700000.0,0.0,17700000,17700000,17500000,17500000.0,0.0,17500000,17500000,0,0,0,0,40,52,0.113122236,0.113122236,50,83,63.2,16.02186007,256.7,0,0,0,0,0,0,0,0,1,79.0,52.5,80.5,40,0,0,0,0,0,0,2,105,2,161,-1,-1,1,20,201164.0,0.0,201164,201164,17500000.0,0.0,17500000,17500000,BENIGN
53,23712,2,2,66,196,33,33,33.0,0.0,98,98,98.0,0.0,11049.25776,168.6909582,7904.0,13684.93343,23706,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,84.34547908,84.34547908,33,98,59.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,73.75,33.0,98.0,64,0,0,0,0,0,0,2,66,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,159,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,1031446.541,25157.2327,53.0,84.87048957,151,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,12578.61635,12578.61635,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,64,0,0,0,0,0,0,2,66,2,98,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
